PlayerID,RegistrationDate,Country,Age,Platform,CampaignID,Acquisition Channel,AcquisitionScenarioID,AcquisitionScenarioName,AcquisitionScenarioType,Player Type
19629,2024-07-05,Poland,17,PlayStation,8,Steam Wishlist,,,,Explorer
19630,2024-07-05,United States,30,PlayStation,2,Organic Search,,,,Trader
19631,2024-07-05,Canada,33,Steam,13,Platform Store Feature,,,,Explorer
19632,2024-07-05,Brazil,35,Steam,11,Platform Store Feature,,,,Casual
19633,2024-07-05,Netherlands,19,Steam,25,Friend Referral,,,,Explorer
19634,2024-07-05,United States,24,PlayStation,15,Seasonal Sale,,,,Casual
19635,2024-07-05,United States,20,Steam,6,Steam Wishlist,,,,Builder
19636,2024-07-05,United Kingdom,44,Steam,11,Platform Store Feature,,,,Hardcore
19637,2024-07-05,Japan,28,Steam,12,Platform Store Feature,,,,Explorer
19638,2024-07-05,Sweden,33,Steam,8,Steam Wishlist,,,,Casual
19639,2024-07-05,Japan,30,Steam,2,Organic Search,,,,Explorer
19640,2024-07-05,United Kingdom,29,PlayStation,21,Creator/Streamer,,,,Casual
19641,2024-07-05,United States,32,Steam,33,Steam Wishlist,3,Foundry Systems Update,Major Update,Casual
19642,2024-07-05,South Korea,19,Xbox,12,Platform Store Feature,,,,Casual
19643,2024-07-05,United States,17,Steam,4,Organic Search,,,,Builder
19644,2024-07-05,Poland,33,PlayStation,16,Seasonal Sale,,,,Builder
19645,2024-07-05,Australia,29,Steam,12,Platform Store Feature,,,,Explorer
19646,2024-07-05,United States,21,Steam,15,Seasonal Sale,,,,Explorer
19647,2024-07-05,United States,17,Steam,30,Paid User Acquisition,,,,Casual
19648,2024-07-05,Spain,21,Xbox,5,Steam Wishlist,,,,Casual
19649,2024-07-05,Canada,32,Steam,12,Platform Store Feature,,,,Trader
19650,2024-07-05,United States,26,Steam,14,Seasonal Sale,,,,Trader
19651,2024-07-05,Australia,49,Steam,17,Seasonal Sale,,,,Hardcore
19652,2024-07-05,Poland,18,Steam,15,Seasonal Sale,,,,Explorer
19653,2024-07-05,Japan,24,Steam,6,Steam Wishlist,,,,Trader
19654,2024-07-05,Spain,28,Steam,18,Creator/Streamer,,,,Builder
19655,2024-07-05,Spain,19,Steam,3,Organic Search,,,,Casual
19656,2024-07-05,Poland,24,PlayStation,1,Organic Search,,,,Explorer
19657,2024-07-05,South Korea,21,Xbox,12,Platform Store Feature,,,,Builder
19658,2024-07-05,Spain,21,PlayStation,4,Organic Search,,,,Trader
19659,2024-07-05,Brazil,25,Steam,33,Steam Wishlist,3,Foundry Systems Update,Major Update,Explorer
19660,2024-07-05,Brazil,29,Steam,29,Paid User Acquisition,,,,Explorer
19661,2024-07-05,Canada,18,Steam,1,Organic Search,,,,Explorer
19662,2024-07-05,United States,32,Steam,19,Creator/Streamer,,,,Builder
19663,2024-07-05,Australia,30,Steam,25,Friend Referral,,,,Builder
19664,2024-07-05,France,31,Steam,16,Seasonal Sale,,,,Hardcore
19665,2024-07-05,Canada,22,Steam,2,Organic Search,,,,Explorer
19666,2024-07-05,United Kingdom,24,Steam,33,Steam Wishlist,3,Foundry Systems Update,Major Update,Builder
19667,2024-07-05,Sweden,24,Steam,11,Platform Store Feature,,,,Explorer
19668,2024-07-05,Spain,25,PlayStation,8,Steam Wishlist,,,,Hardcore
19669,2024-07-05,Brazil,47,Steam,21,Creator/Streamer,,,,Builder
19670,2024-07-05,Germany,33,Xbox,9,Steam Wishlist,,,,Explorer
19671,2024-07-05,United Kingdom,21,Xbox,12,Platform Store Feature,,,,Trader
19672,2024-07-05,Germany,25,Xbox,3,Organic Search,,,,Trader
19673,2024-07-05,United Kingdom,17,Steam,12,Platform Store Feature,,,,Casual
19674,2024-07-05,France,61,Steam,13,Platform Store Feature,,,,Builder
19675,2024-07-05,Canada,40,Steam,11,Platform Store Feature,,,,Explorer
19676,2024-07-05,South Korea,26,Xbox,12,Platform Store Feature,,,,Trader
19677,2024-07-05,United States,39,Steam,22,Creator/Streamer,,,,Casual
19678,2024-07-05,Poland,26,Steam,17,Seasonal Sale,,,,Builder
19679,2024-07-05,United States,23,PlayStation,1,Organic Search,,,,Builder
19680,2024-07-05,United States,25,Steam,15,Seasonal Sale,,,,Casual
19681,2024-07-05,Canada,23,Steam,14,Seasonal Sale,,,,Explorer
19682,2024-07-05,France,32,PlayStation,20,Creator/Streamer,,,,Trader
19683,2024-07-05,France,17,Steam,4,Organic Search,,,,Casual
19684,2024-07-05,Australia,23,Steam,7,Steam Wishlist,,,,Casual
19685,2024-07-05,United States,31,PlayStation,12,Platform Store Feature,,,,Explorer
19686,2024-07-05,France,22,Steam,3,Organic Search,,,,Builder
19687,2024-07-05,Germany,25,Steam,13,Platform Store Feature,,,,Explorer
19688,2024-07-05,United States,25,Steam,4,Organic Search,,,,Explorer
19689,2024-07-05,United Kingdom,27,PlayStation,20,Creator/Streamer,,,,Hardcore
19690,2024-07-05,Canada,33,Steam,13,Platform Store Feature,,,,Hardcore
19691,2024-07-05,Japan,30,Steam,33,Steam Wishlist,3,Foundry Systems Update,Major Update,Explorer
19692,2024-07-05,Japan,34,PlayStation,2,Organic Search,,,,Builder
19693,2024-07-05,Brazil,26,PlayStation,16,Seasonal Sale,,,,Casual
19694,2024-07-05,Australia,16,PlayStation,8,Steam Wishlist,,,,Trader
19695,2024-07-05,France,41,Steam,25,Friend Referral,,,,Trader
19696,2024-07-05,France,32,PlayStation,25,Friend Referral,,,,Builder
19697,2024-07-05,Germany,30,Steam,27,Paid User Acquisition,,,,Explorer
19698,2024-07-05,Brazil,20,Steam,33,Steam Wishlist,3,Foundry Systems Update,Major Update,Builder
19699,2024-07-05,United States,17,Steam,8,Steam Wishlist,,,,Builder
19700,2024-07-05,Canada,30,Steam,8,Steam Wishlist,,,,Explorer
19701,2024-07-05,Poland,63,Steam,27,Paid User Acquisition,,,,Casual
19702,2024-07-05,Brazil,36,Steam,16,Seasonal Sale,,,,Explorer
19703,2024-07-05,Spain,56,Steam,14,Seasonal Sale,,,,Casual
19704,2024-07-05,United Kingdom,26,Steam,24,Friend Referral,,,,Casual
19705,2024-07-05,United States,30,Steam,11,Platform Store Feature,,,,Casual
19706,2024-07-05,Spain,30,Steam,3,Organic Search,,,,Casual
19707,2024-07-05,Japan,30,PlayStation,29,Paid User Acquisition,,,,Casual
19708,2024-07-05,Germany,21,Steam,1,Organic Search,,,,Builder
19709,2024-07-05,Japan,46,PlayStation,20,Creator/Streamer,,,,Casual
19710,2024-07-05,Sweden,17,Steam,4,Organic Search,,,,Explorer
19711,2024-07-05,Canada,22,Steam,1,Organic Search,,,,Builder
19712,2024-07-05,France,42,Steam,2,Organic Search,,,,Casual
19713,2024-07-05,Brazil,31,Xbox,1,Organic Search,,,,Explorer
19714,2024-07-05,Japan,27,Xbox,13,Platform Store Feature,,,,Builder
19715,2024-07-05,Brazil,38,Xbox,9,Steam Wishlist,,,,Hardcore
19716,2024-07-05,United States,33,PlayStation,13,Platform Store Feature,,,,Builder
19717,2024-07-05,United States,41,Steam,13,Platform Store Feature,,,,Builder
19718,2024-07-05,Brazil,28,Steam,17,Seasonal Sale,,,,Hardcore
19719,2024-07-05,United Kingdom,29,Steam,24,Friend Referral,,,,Explorer
19720,2024-07-05,United States,21,PlayStation,2,Organic Search,,,,Casual
19721,2024-07-05,Brazil,48,Steam,8,Steam Wishlist,,,,Explorer
19722,2024-07-05,Netherlands,18,Steam,6,Steam Wishlist,,,,Explorer
19723,2024-07-05,France,32,PlayStation,14,Seasonal Sale,,,,Builder
19724,2024-07-05,United Kingdom,33,PlayStation,27,Paid User Acquisition,,,,Hardcore
19725,2024-07-05,South Korea,40,Steam,27,Paid User Acquisition,,,,Explorer
19726,2024-07-05,United States,40,PlayStation,12,Platform Store Feature,,,,Explorer
19727,2024-07-05,United States,29,PlayStation,26,Paid User Acquisition,,,,Casual
19728,2024-07-05,Canada,26,Steam,18,Creator/Streamer,,,,Explorer
19729,2024-07-05,Japan,22,PlayStation,33,Steam Wishlist,3,Foundry Systems Update,Major Update,Explorer
19730,2024-07-05,United States,24,PlayStation,18,Creator/Streamer,,,,Explorer
19731,2024-07-05,France,43,PlayStation,24,Friend Referral,,,,Explorer
19732,2024-07-05,Germany,16,PlayStation,33,Steam Wishlist,3,Foundry Systems Update,Major Update,Explorer
19733,2024-07-05,United States,39,Xbox,10,Platform Store Feature,,,,Hardcore
19734,2024-07-05,Turkey,26,Steam,2,Organic Search,,,,Explorer
19735,2024-07-05,United States,62,Steam,4,Organic Search,,,,Hardcore
19736,2024-07-05,Japan,21,Steam,4,Organic Search,,,,Explorer
19737,2024-07-05,Poland,25,Xbox,22,Creator/Streamer,,,,Trader
19738,2024-07-05,Germany,20,Steam,2,Organic Search,,,,Casual
19739,2024-07-05,Brazil,26,Steam,9,Steam Wishlist,,,,Hardcore
19740,2024-07-05,Germany,19,Steam,12,Platform Store Feature,,,,Casual
19741,2024-07-05,Turkey,23,Steam,3,Organic Search,,,,Builder
19742,2024-07-05,Spain,33,Steam,33,Steam Wishlist,3,Foundry Systems Update,Major Update,Hardcore
19743,2024-07-05,Germany,16,Steam,15,Seasonal Sale,,,,Builder
19744,2024-07-05,Brazil,21,Steam,28,Paid User Acquisition,,,,Hardcore
19745,2024-07-05,Japan,27,PlayStation,23,Friend Referral,,,,Builder
19746,2024-07-05,South Korea,25,Steam,2,Organic Search,,,,Hardcore
19747,2024-07-05,United States,24,Steam,17,Seasonal Sale,,,,Trader
19748,2024-07-05,Germany,24,Steam,13,Platform Store Feature,,,,Explorer
19749,2024-07-05,United States,30,Steam,9,Steam Wishlist,,,,Trader
19750,2024-07-05,Germany,17,Steam,17,Seasonal Sale,,,,Casual
19751,2024-07-05,Brazil,36,Steam,11,Platform Store Feature,,,,Builder
19752,2024-07-05,Canada,20,PlayStation,7,Steam Wishlist,,,,Hardcore
19753,2024-07-05,Turkey,35,Steam,11,Platform Store Feature,,,,Explorer
19754,2024-07-05,South Korea,42,Steam,9,Steam Wishlist,,,,Hardcore
19755,2024-07-05,United States,16,PlayStation,27,Paid User Acquisition,,,,Builder
19756,2024-07-05,Netherlands,37,Steam,11,Platform Store Feature,,,,Trader
19757,2024-07-05,Brazil,62,PlayStation,22,Creator/Streamer,,,,Explorer
19758,2024-07-05,Germany,36,Steam,19,Creator/Streamer,,,,Explorer
19759,2024-07-05,Sweden,24,PlayStation,20,Creator/Streamer,,,,Explorer
19760,2024-07-05,Australia,29,Xbox,24,Friend Referral,,,,Explorer
19761,2024-07-05,Netherlands,28,Steam,10,Platform Store Feature,,,,Builder
19762,2024-07-05,Canada,38,PlayStation,28,Paid User Acquisition,,,,Trader
19763,2024-07-05,South Korea,23,Steam,15,Seasonal Sale,,,,Explorer
19764,2024-07-05,United States,28,Xbox,11,Platform Store Feature,,,,Explorer
19765,2024-07-05,Japan,32,PlayStation,14,Seasonal Sale,,,,Casual
19766,2024-07-05,United States,35,PlayStation,30,Paid User Acquisition,,,,Explorer
19767,2024-07-06,France,16,Steam,15,Seasonal Sale,,,,Casual
19768,2024-07-06,France,40,Steam,18,Creator/Streamer,,,,Casual
19769,2024-07-06,Japan,32,Steam,22,Creator/Streamer,,,,Explorer
19770,2024-07-06,Poland,35,Steam,4,Organic Search,,,,Explorer
19771,2024-07-06,Canada,31,PlayStation,25,Friend Referral,,,,Explorer
19772,2024-07-06,United States,24,Steam,4,Organic Search,,,,Casual
19773,2024-07-06,Australia,20,Steam,18,Creator/Streamer,,,,Trader
19774,2024-07-06,Turkey,19,Xbox,14,Seasonal Sale,,,,Casual
19775,2024-07-06,Spain,20,Steam,4,Organic Search,,,,Builder
19776,2024-07-06,United States,23,Xbox,4,Organic Search,,,,Explorer
19777,2024-07-06,Netherlands,34,Steam,22,Creator/Streamer,,,,Casual
19778,2024-07-06,United States,26,Steam,8,Steam Wishlist,,,,Casual
19779,2024-07-06,Germany,34,Steam,3,Organic Search,,,,Explorer
19780,2024-07-06,Spain,24,Steam,12,Platform Store Feature,,,,Explorer
19781,2024-07-06,United States,17,Steam,21,Creator/Streamer,,,,Casual
19782,2024-07-06,Germany,34,Steam,3,Organic Search,,,,Hardcore
19783,2024-07-06,United Kingdom,31,Steam,2,Organic Search,,,,Builder
19784,2024-07-06,United States,24,Steam,12,Platform Store Feature,,,,Casual
19785,2024-07-06,United States,50,Steam,26,Paid User Acquisition,,,,Casual
19786,2024-07-06,Canada,37,Steam,15,Seasonal Sale,,,,Explorer
19787,2024-07-06,Poland,21,PlayStation,25,Friend Referral,,,,Explorer
19788,2024-07-06,United States,21,PlayStation,4,Organic Search,,,,Casual
19789,2024-07-06,United States,35,Steam,16,Seasonal Sale,,,,Trader
19790,2024-07-06,Netherlands,19,Steam,23,Friend Referral,,,,Builder
19791,2024-07-06,United States,35,Xbox,17,Seasonal Sale,,,,Trader
19792,2024-07-06,France,41,PlayStation,33,Steam Wishlist,3,Foundry Systems Update,Major Update,Explorer
19793,2024-07-06,Australia,24,Steam,11,Platform Store Feature,,,,Casual
19794,2024-07-06,Spain,24,Steam,16,Seasonal Sale,,,,Builder
19795,2024-07-06,United States,19,Steam,21,Creator/Streamer,,,,Explorer
19796,2024-07-06,United States,37,Steam,4,Organic Search,,,,Builder
19797,2024-07-06,Germany,20,Xbox,3,Organic Search,,,,Casual
19798,2024-07-06,United States,23,Steam,24,Friend Referral,,,,Explorer
19799,2024-07-06,Poland,16,Steam,16,Seasonal Sale,,,,Builder
19800,2024-07-06,Poland,27,Steam,22,Creator/Streamer,,,,Builder
19801,2024-07-06,United States,29,Xbox,14,Seasonal Sale,,,,Casual
19802,2024-07-06,United Kingdom,26,Steam,12,Platform Store Feature,,,,Casual
19803,2024-07-06,United States,29,Steam,21,Creator/Streamer,,,,Trader
19804,2024-07-06,Japan,31,Steam,4,Organic Search,,,,Explorer
19805,2024-07-06,United States,49,Steam,11,Platform Store Feature,,,,Trader
19806,2024-07-06,Spain,26,Steam,33,Steam Wishlist,3,Foundry Systems Update,Major Update,Hardcore
19807,2024-07-06,Germany,24,Xbox,6,Steam Wishlist,,,,Builder
19808,2024-07-06,Brazil,26,Steam,5,Steam Wishlist,,,,Trader
19809,2024-07-06,United States,22,Xbox,12,Platform Store Feature,,,,Explorer
19810,2024-07-06,United States,41,Steam,20,Creator/Streamer,,,,Trader
19811,2024-07-06,Brazil,20,Xbox,30,Paid User Acquisition,,,,Builder
19812,2024-07-06,United States,43,Xbox,22,Creator/Streamer,,,,Hardcore
19813,2024-07-06,Spain,34,PlayStation,9,Steam Wishlist,,,,Explorer
19814,2024-07-06,United States,35,PlayStation,25,Friend Referral,,,,Explorer
19815,2024-07-06,Poland,40,Steam,18,Creator/Streamer,,,,Builder
19816,2024-07-06,United States,29,Steam,16,Seasonal Sale,,,,Trader
19817,2024-07-06,Japan,20,Steam,9,Steam Wishlist,,,,Builder
19818,2024-07-06,Poland,27,Xbox,33,Steam Wishlist,3,Foundry Systems Update,Major Update,Casual
19819,2024-07-06,Brazil,23,Steam,16,Seasonal Sale,,,,Explorer
19820,2024-07-06,Australia,23,Steam,11,Platform Store Feature,,,,Builder
19821,2024-07-06,France,40,Steam,12,Platform Store Feature,,,,Builder
19822,2024-07-06,United States,23,Xbox,10,Platform Store Feature,,,,Explorer
19823,2024-07-06,Turkey,44,PlayStation,16,Seasonal Sale,,,,Explorer
19824,2024-07-06,United States,20,PlayStation,13,Platform Store Feature,,,,Casual
19825,2024-07-06,United States,34,Xbox,12,Platform Store Feature,,,,Casual
19826,2024-07-06,Germany,20,Steam,4,Organic Search,,,,Builder
19827,2024-07-06,United States,29,Steam,7,Steam Wishlist,,,,Explorer
19828,2024-07-06,United States,40,Steam,1,Organic Search,,,,Explorer
19829,2024-07-06,United States,45,Steam,15,Seasonal Sale,,,,Hardcore
19830,2024-07-06,Spain,18,Steam,9,Steam Wishlist,,,,Explorer
19831,2024-07-06,United Kingdom,33,Steam,19,Creator/Streamer,,,,Builder
19832,2024-07-06,United States,18,Steam,2,Organic Search,,,,Builder
19833,2024-07-06,Japan,18,Steam,14,Seasonal Sale,,,,Casual
19834,2024-07-06,South Korea,34,PlayStation,23,Friend Referral,,,,Explorer
19835,2024-07-06,Spain,35,Steam,21,Creator/Streamer,,,,Explorer
19836,2024-07-06,Australia,27,PlayStation,23,Friend Referral,,,,Explorer
19837,2024-07-06,France,39,Steam,4,Organic Search,,,,Builder
19838,2024-07-06,Turkey,21,Steam,19,Creator/Streamer,,,,Casual
19839,2024-07-06,United States,21,Steam,12,Platform Store Feature,,,,Trader
19840,2024-07-06,Japan,33,Xbox,3,Organic Search,,,,Hardcore
19841,2024-07-06,Germany,34,Xbox,10,Platform Store Feature,,,,Explorer
19842,2024-07-06,United States,19,Steam,15,Seasonal Sale,,,,Explorer
19843,2024-07-06,United States,17,Steam,1,Organic Search,,,,Casual
19844,2024-07-06,Japan,21,Xbox,23,Friend Referral,,,,Hardcore
19845,2024-07-06,Brazil,25,Steam,4,Organic Search,,,,Explorer
19846,2024-07-06,Japan,28,Steam,13,Platform Store Feature,,,,Explorer
19847,2024-07-06,France,44,PlayStation,33,Steam Wishlist,3,Foundry Systems Update,Major Update,Builder
19848,2024-07-06,Canada,31,Steam,10,Platform Store Feature,,,,Builder
19849,2024-07-06,Sweden,16,Steam,27,Paid User Acquisition,,,,Hardcore
19850,2024-07-06,United States,19,PlayStation,17,Seasonal Sale,,,,Builder
19851,2024-07-06,United States,16,Steam,25,Friend Referral,,,,Casual
19852,2024-07-06,United States,25,Xbox,20,Creator/Streamer,,,,Builder
19853,2024-07-06,United Kingdom,43,Xbox,12,Platform Store Feature,,,,Builder
19854,2024-07-06,Japan,29,Steam,2,Organic Search,,,,Builder
19855,2024-07-06,Netherlands,29,PlayStation,5,Steam Wishlist,,,,Casual
19856,2024-07-06,Brazil,35,Xbox,7,Steam Wishlist,,,,Explorer
19857,2024-07-06,United States,52,Steam,25,Friend Referral,,,,Explorer
19858,2024-07-06,Poland,22,Steam,4,Organic Search,,,,Explorer
19859,2024-07-06,Canada,47,Xbox,12,Platform Store Feature,,,,Hardcore
19860,2024-07-06,United States,22,PlayStation,20,Creator/Streamer,,,,Hardcore
19861,2024-07-06,United Kingdom,16,Steam,33,Steam Wishlist,3,Foundry Systems Update,Major Update,Casual
19862,2024-07-06,Poland,24,PlayStation,18,Creator/Streamer,,,,Trader
19863,2024-07-06,United Kingdom,34,Steam,30,Paid User Acquisition,,,,Hardcore
19864,2024-07-06,United States,33,Steam,4,Organic Search,,,,Casual
19865,2024-07-06,Spain,39,Xbox,11,Platform Store Feature,,,,Explorer
19866,2024-07-06,Canada,18,Xbox,29,Paid User Acquisition,,,,Explorer
19867,2024-07-06,Spain,31,Steam,25,Friend Referral,,,,Builder
19868,2024-07-06,Brazil,22,Steam,6,Steam Wishlist,,,,Explorer
19869,2024-07-06,France,34,PlayStation,8,Steam Wishlist,,,,Explorer
19870,2024-07-06,Spain,33,PlayStation,8,Steam Wishlist,,,,Explorer
19871,2024-07-06,United States,19,Steam,28,Paid User Acquisition,,,,Builder
19872,2024-07-06,Canada,19,Steam,8,Steam Wishlist,,,,Casual
19873,2024-07-06,United States,25,Xbox,6,Steam Wishlist,,,,Explorer
19874,2024-07-06,United States,45,Steam,15,Seasonal Sale,,,,Explorer
19875,2024-07-06,United States,62,Steam,5,Steam Wishlist,,,,Builder
19876,2024-07-06,Spain,31,Steam,3,Organic Search,,,,Trader
19877,2024-07-06,Poland,32,Xbox,24,Friend Referral,,,,Trader
19878,2024-07-06,Japan,36,PlayStation,13,Platform Store Feature,,,,Explorer
19879,2024-07-06,Spain,18,Xbox,14,Seasonal Sale,,,,Explorer
19880,2024-07-06,United States,23,Xbox,4,Organic Search,,,,Builder
19881,2024-07-06,Japan,21,Steam,26,Paid User Acquisition,,,,Casual
19882,2024-07-06,Turkey,37,PlayStation,3,Organic Search,,,,Trader
19883,2024-07-06,United Kingdom,31,Steam,4,Organic Search,,,,Explorer
19884,2024-07-06,Japan,34,PlayStation,3,Organic Search,,,,Casual
19885,2024-07-06,Canada,38,Xbox,29,Paid User Acquisition,,,,Casual
19886,2024-07-06,Canada,35,Xbox,10,Platform Store Feature,,,,Explorer
19887,2024-07-06,Germany,16,Steam,17,Seasonal Sale,,,,Trader
19888,2024-07-06,Germany,21,Xbox,25,Friend Referral,,,,Builder
19889,2024-07-06,Japan,49,Steam,3,Organic Search,,,,Hardcore
19890,2024-07-06,Spain,28,Steam,30,Paid User Acquisition,,,,Hardcore
19891,2024-07-06,United States,31,Xbox,12,Platform Store Feature,,,,Builder
19892,2024-07-06,United States,29,Steam,8,Steam Wishlist,,,,Casual
19893,2024-07-06,Germany,29,Steam,2,Organic Search,,,,Casual
19894,2024-07-06,Germany,25,PlayStation,33,Steam Wishlist,3,Foundry Systems Update,Major Update,Explorer
19895,2024-07-06,Brazil,40,Steam,11,Platform Store Feature,,,,Casual
19896,2024-07-06,Germany,35,PlayStation,15,Seasonal Sale,,,,Explorer
19897,2024-07-06,Germany,29,Steam,22,Creator/Streamer,,,,Trader
19898,2024-07-06,Netherlands,28,Steam,2,Organic Search,,,,Trader
19899,2024-07-06,Canada,31,Steam,14,Seasonal Sale,,,,Casual
19900,2024-07-06,Poland,37,PlayStation,11,Platform Store Feature,,,,Explorer
19901,2024-07-06,United States,50,Steam,21,Creator/Streamer,,,,Casual
19902,2024-07-06,Germany,55,Steam,15,Seasonal Sale,,,,Explorer
19903,2024-07-06,United States,33,Steam,2,Organic Search,,,,Builder
19904,2024-07-06,United States,29,Steam,13,Platform Store Feature,,,,Casual
19905,2024-07-06,Turkey,22,Steam,5,Steam Wishlist,,,,Explorer
19906,2024-07-06,Japan,25,PlayStation,3,Organic Search,,,,Hardcore
19907,2024-07-06,United Kingdom,20,Steam,12,Platform Store Feature,,,,Explorer
19908,2024-07-06,United States,45,Steam,2,Organic Search,,,,Casual
19909,2024-07-06,Turkey,24,Steam,2,Organic Search,,,,Casual
19910,2024-07-06,France,25,Steam,26,Paid User Acquisition,,,,Casual
19911,2024-07-06,Brazil,60,PlayStation,4,Organic Search,,,,Explorer
19912,2024-07-06,Germany,31,Steam,6,Steam Wishlist,,,,Trader
19913,2024-07-06,Turkey,47,PlayStation,4,Organic Search,,,,Explorer
19914,2024-07-06,Germany,31,Steam,5,Steam Wishlist,,,,Hardcore
19915,2024-07-06,Netherlands,35,Steam,3,Organic Search,,,,Casual
19916,2024-07-06,Netherlands,19,PlayStation,5,Steam Wishlist,,,,Casual
19917,2024-07-06,United States,29,Steam,25,Friend Referral,,,,Trader
19918,2024-07-06,France,17,Steam,6,Steam Wishlist,,,,Explorer
19919,2024-07-06,United Kingdom,44,Xbox,11,Platform Store Feature,,,,Casual
19920,2024-07-06,Canada,35,Steam,33,Steam Wishlist,3,Foundry Systems Update,Major Update,Builder
19921,2024-07-06,Germany,38,PlayStation,4,Organic Search,,,,Builder
19922,2024-07-06,France,32,Steam,16,Seasonal Sale,,,,Explorer
19923,2024-07-06,Brazil,25,Xbox,16,Seasonal Sale,,,,Hardcore
19924,2024-07-06,United States,27,Steam,16,Seasonal Sale,,,,Casual
19925,2024-07-06,Spain,45,Steam,9,Steam Wishlist,,,,Explorer
19926,2024-07-06,Germany,38,Steam,13,Platform Store Feature,,,,Builder
19927,2024-07-06,Canada,27,PlayStation,15,Seasonal Sale,,,,Casual
19928,2024-07-06,United States,27,Xbox,7,Steam Wishlist,,,,Explorer
19929,2024-07-06,United States,46,PlayStation,23,Friend Referral,,,,Explorer
19930,2024-07-06,Japan,36,Steam,14,Seasonal Sale,,,,Builder
19931,2024-07-06,South Korea,24,Steam,24,Friend Referral,,,,Builder
19932,2024-07-06,United States,31,PlayStation,24,Friend Referral,,,,Explorer
19933,2024-07-06,Canada,27,Steam,2,Organic Search,,,,Hardcore
19934,2024-07-06,Poland,37,Steam,14,Seasonal Sale,,,,Explorer
19935,2024-07-06,Brazil,21,PlayStation,11,Platform Store Feature,,,,Casual
19936,2024-07-06,United Kingdom,18,Steam,20,Creator/Streamer,,,,Explorer
19937,2024-07-06,United Kingdom,27,Steam,4,Organic Search,,,,Explorer
19938,2024-07-06,Germany,32,Xbox,29,Paid User Acquisition,,,,Builder
19939,2024-07-06,United Kingdom,18,Steam,11,Platform Store Feature,,,,Trader
19940,2024-07-06,Brazil,26,Steam,15,Seasonal Sale,,,,Casual
19941,2024-07-06,Brazil,25,Steam,2,Organic Search,,,,Casual
19942,2024-07-06,United Kingdom,32,Xbox,9,Steam Wishlist,,,,Explorer
19943,2024-07-07,United States,31,PlayStation,1,Organic Search,,,,Explorer
19944,2024-07-07,France,24,PlayStation,14,Seasonal Sale,,,,Explorer
19945,2024-07-07,Japan,16,Steam,4,Organic Search,,,,Hardcore
19946,2024-07-07,Poland,43,PlayStation,19,Creator/Streamer,,,,Builder
19947,2024-07-07,United Kingdom,29,Xbox,33,Steam Wishlist,3,Foundry Systems Update,Major Update,Explorer
19948,2024-07-07,Germany,25,Xbox,33,Steam Wishlist,3,Foundry Systems Update,Major Update,Builder
19949,2024-07-07,Brazil,16,PlayStation,13,Platform Store Feature,,,,Trader
19950,2024-07-07,France,57,Steam,15,Seasonal Sale,,,,Hardcore
19951,2024-07-07,Brazil,33,Steam,24,Friend Referral,,,,Casual
19952,2024-07-07,France,30,PlayStation,8,Steam Wishlist,,,,Hardcore
19953,2024-07-07,Netherlands,21,Steam,33,Steam Wishlist,3,Foundry Systems Update,Major Update,Explorer
19954,2024-07-07,Germany,21,Steam,17,Seasonal Sale,,,,Explorer
19955,2024-07-07,Japan,22,Steam,5,Steam Wishlist,,,,Explorer
19956,2024-07-07,United Kingdom,53,Steam,17,Seasonal Sale,,,,Casual
19957,2024-07-07,United States,30,Steam,9,Steam Wishlist,,,,Explorer
19958,2024-07-07,Japan,34,Steam,25,Friend Referral,,,,Casual
19959,2024-07-07,United States,27,Steam,16,Seasonal Sale,,,,Explorer
19960,2024-07-07,Germany,26,PlayStation,2,Organic Search,,,,Explorer
19961,2024-07-07,South Korea,35,PlayStation,21,Creator/Streamer,,,,Builder
19962,2024-07-07,United States,34,PlayStation,9,Steam Wishlist,,,,Casual
19963,2024-07-07,United States,23,Steam,4,Organic Search,,,,Builder
19964,2024-07-07,Germany,23,Steam,12,Platform Store Feature,,,,Casual
19965,2024-07-07,Germany,34,Steam,2,Organic Search,,,,Hardcore
19966,2024-07-07,Spain,26,Steam,20,Creator/Streamer,,,,Casual
19967,2024-07-07,United Kingdom,25,Steam,5,Steam Wishlist,,,,Casual
19968,2024-07-07,Turkey,31,Steam,1,Organic Search,,,,Hardcore
19969,2024-07-07,Brazil,27,Steam,2,Organic Search,,,,Explorer
19970,2024-07-07,Australia,30,Steam,13,Platform Store Feature,,,,Explorer
19971,2024-07-07,Brazil,23,Steam,15,Seasonal Sale,,,,Casual
19972,2024-07-07,Japan,23,Steam,17,Seasonal Sale,,,,Explorer
19973,2024-07-07,Germany,34,Steam,17,Seasonal Sale,,,,Explorer
19974,2024-07-07,Canada,32,Steam,22,Creator/Streamer,,,,Explorer
19975,2024-07-07,Germany,33,Steam,12,Platform Store Feature,,,,Hardcore
19976,2024-07-07,United States,36,Steam,1,Organic Search,,,,Casual
19977,2024-07-07,France,39,Steam,13,Platform Store Feature,,,,Casual
19978,2024-07-07,France,25,Steam,4,Organic Search,,,,Explorer
19979,2024-07-07,Sweden,30,Steam,23,Friend Referral,,,,Explorer
19980,2024-07-07,Canada,26,Steam,4,Organic Search,,,,Builder
19981,2024-07-07,Brazil,22,PlayStation,2,Organic Search,,,,Casual
19982,2024-07-07,Sweden,22,Steam,5,Steam Wishlist,,,,Trader
19983,2024-07-07,United States,18,PlayStation,7,Steam Wishlist,,,,Explorer
